avg_monthly_hours,department,last_evaluation,left,number_project,promotion_last_5years,salary,satisfaction_level,time_spend_company,work_accident
237,marketing,0.61,nao,6,nao,high,0.22,5,nao
135,marketing,0.96,nao,5,nao,low,0.71,4,sim
209,marketing,0.68,nao,5,nao,medium,0.44,4,nao
190,sales,0.52,nao,4,nao,medium,0.6000000000000001,3,nao
134,sales,0.61,nao,3,nao,medium,0.68,4,nao
148,sales,0.41000000000000003,nao,2,nao,medium,0.53,2,sim
202,sales,0.8200000000000001,nao,4,nao,low,0.8,3,nao
176,sales,0.8200000000000001,nao,4,nao,low,0.97,2,nao
221,sales,0.47000000000000003,nao,2,nao,low,0.47000000000000003,6,nao
156,sales,0.93,nao,3,nao,low,0.96,3,nao
98,sales,0.45,nao,6,nao,low,0.81,3,nao
134,sales,0.65,nao,4,nao,low,0.86,4,nao
203,sales,0.8200000000000001,nao,4,nao,low,0.59,4,sim
189,sales,0.97,nao,3,nao,low,0.53,3,nao
258,sales,0.86,nao,3,nao,low,0.5700000000000001,2,nao
237,sales,0.48,nao,4,nao,low,0.7000000000000001,3,nao
224,sales,0.59,nao,4,nao,high,0.58,3,nao
125,sales,0.86,nao,5,nao,low,0.43,3,sim
207,sales,0.8200000000000001,nao,4,nao,low,0.92,4,nao
194,sales,0.7000000000000001,nao,5,nao,low,0.24,3,nao
273,sales,0.52,nao,3,nao,low,0.67,3,nao
209,sales,0.84,nao,3,nao,high,0.68,3,nao
181,accounting,0.75,nao,3,nao,low,0.54,3,nao
172,accounting,0.63,nao,3,nao,low,0.73,4,sim
139,accounting,0.41000000000000003,nao,4,nao,low,0.59,3,nao
260,hr,0.64,nao,6,nao,high,0.22,4,nao
168,hr,0.8300000000000001,nao,3,nao,low,0.49,4,sim
242,hr,1.0,nao,6,nao,medium,0.91,3,sim
206,hr,0.97,nao,4,nao,high,0.18,3,nao
107,technical,0.41000000000000003,nao,5,nao,medium,0.71,4,nao
216,technical,0.66,nao,5,nao,high,0.56,2,nao
152,technical,0.62,nao,4,nao,medium,0.84,3,nao
122,technical,0.49,nao,5,nao,medium,0.59,5,nao
138,technical,0.62,nao,4,nao,medium,0.88,3,nao
182,technical,0.52,nao,3,nao,medium,0.8,2,nao
205,technical,0.63,nao,3,nao,medium,0.53,2,nao
267,technical,0.8300000000000001,nao,3,nao,medium,0.53,4,nao
150,technical,0.67,nao,3,nao,medium,0.30000000000000004,2,nao
134,technical,0.7000000000000001,nao,4,nao,medium,0.91,2,nao
116,technical,0.66,nao,5,nao,high,0.32,5,sim
181,support,0.87,nao,3,nao,low,0.73,3,nao
268,support,0.54,nao,3,nao,medium,0.87,3,nao
129,support,0.73,nao,3,nao,medium,0.5700000000000001,3,nao
151,support,0.9400000000000001,nao,3,nao,medium,0.62,4,nao
243,support,0.91,nao,3,nao,medium,0.55,4,nao
143,support,0.5700000000000001,nao,5,nao,medium,0.93,2,nao
156,support,0.47000000000000003,nao,6,nao,medium,0.30000000000000004,2,sim
210,support,0.7000000000000001,nao,3,nao,medium,0.5700000000000001,2,nao
279,support,0.85,nao,4,nao,medium,0.9,6,nao
270,support,0.79,nao,4,nao,medium,0.8300000000000001,3,sim
160,support,0.64,nao,5,nao,high,0.38,3,nao
173,technical,0.9500000000000001,nao,4,nao,low,0.97,2,nao
261,technical,1.0,nao,4,nao,low,0.7000000000000001,3,nao
178,technical,0.73,nao,4,nao,low,0.26,6,nao
122,management,0.58,nao,3,nao,high,0.58,3,nao
227,IT,0.5700000000000001,nao,5,nao,low,0.6900000000000001,4,nao
168,IT,0.6000000000000001,nao,2,nao,low,0.88,3,nao
252,IT,0.91,nao,4,nao,low,0.5700000000000001,4,nao
170,IT,0.8,nao,5,nao,high,0.9400000000000001,4,nao
135,IT,0.58,nao,3,nao,low,0.9400000000000001,3,nao
286,product_mng,0.49,nao,5,nao,low,0.46,5,nao
213,product_mng,0.5700000000000001,nao,2,nao,low,0.49,3,sim
148,product_mng,1.0,nao,5,nao,low,0.96,3,nao
117,product_mng,0.9500000000000001,nao,5,nao,low,0.29,4,nao
164,IT,0.6900000000000001,nao,3,nao,low,0.9400000000000001,2,nao
262,RandD,0.64,nao,3,nao,low,0.56,2,sim
250,RandD,0.49,nao,5,nao,medium,0.18,5,sim
222,RandD,0.8300000000000001,nao,4,nao,medium,0.84,3,nao
192,RandD,0.96,nao,3,nao,medium,0.58,4,nao
151,RandD,0.6000000000000001,nao,5,nao,medium,0.21,6,nao
216,marketing,0.53,nao,4,nao,medium,0.59,2,nao
234,marketing,0.65,nao,3,nao,medium,0.66,2,nao
268,sales,0.8200000000000001,nao,4,nao,medium,0.58,3,nao
194,accounting,0.49,nao,4,nao,medium,0.66,5,nao
200,support,0.78,nao,3,nao,medium,0.56,2,nao
194,technical,0.78,nao,3,nao,medium,0.92,3,nao
176,management,0.6900000000000001,nao,3,nao,medium,0.56,3,nao
158,marketing,0.59,nao,4,nao,medium,0.5700000000000001,3,nao
271,marketing,0.79,nao,3,nao,high,0.99,4,nao
187,marketing,0.93,nao,4,nao,low,0.76,4,nao
202,sales,0.91,nao,4,nao,medium,0.78,2,nao
202,sales,0.48,nao,5,nao,medium,0.99,2,nao
204,sales,0.9500000000000001,nao,6,nao,medium,0.71,3,sim
204,sales,0.96,nao,4,nao,medium,0.51,3,sim
244,sales,0.8200000000000001,nao,3,nao,low,0.88,3,nao
234,sales,0.8300000000000001,nao,3,nao,low,0.96,3,nao
217,sales,0.64,nao,4,nao,low,0.9,3,nao
142,sales,0.51,nao,4,nao,low,0.77,4,nao
186,sales,0.5,nao,4,nao,low,0.9500000000000001,3,sim
267,sales,0.67,nao,3,nao,low,0.85,2,sim
108,sales,0.79,nao,2,nao,low,0.46,3,nao
274,sales,0.9500000000000001,nao,3,nao,low,0.5700000000000001,4,nao
148,sales,1.0,nao,3,nao,low,0.93,4,nao
168,sales,0.68,nao,5,nao,low,0.78,3,nao
185,sales,1.0,nao,4,nao,low,0.68,2,sim
257,sales,0.78,nao,3,nao,low,0.8300000000000001,2,nao
256,sales,0.51,nao,5,nao,low,0.56,4,sim
188,sales,0.78,nao,2,nao,low,0.93,2,nao
173,sales,0.53,nao,6,nao,low,0.13,4,nao
208,accounting,0.99,nao,5,nao,low,0.71,2,sim
202,accounting,0.74,nao,4,nao,low,0.98,3,nao
134,accounting,0.8200000000000001,nao,3,nao,low,0.8300000000000001,3,nao
154,hr,0.65,nao,3,nao,low,0.78,2,nao
103,hr,0.58,nao,3,nao,low,0.35000000000000003,3,nao
256,hr,0.55,nao,4,nao,low,0.67,6,nao
274,hr,0.88,nao,4,nao,medium,0.86,3,nao
163,technical,0.61,nao,2,nao,medium,0.33,3,nao
232,technical,0.86,nao,6,nao,medium,0.30000000000000004,3,nao
268,technical,0.63,nao,4,nao,medium,0.75,3,nao
209,technical,0.98,nao,3,nao,medium,0.8,3,nao
238,technical,0.53,nao,5,nao,medium,0.98,3,nao
155,technical,0.48,nao,3,nao,medium,0.72,2,nao
270,technical,0.52,nao,5,nao,medium,0.8200000000000001,3,nao
134,technical,0.59,nao,3,nao,medium,0.91,2,sim
221,technical,0.78,nao,3,nao,medium,0.84,3,sim
258,technical,0.74,nao,4,nao,medium,0.9500000000000001,3,nao
272,technical,0.51,nao,6,nao,medium,0.53,5,nao
184,support,0.5,nao,4,nao,high,0.5,3,nao
276,support,0.9500000000000001,nao,6,nao,low,0.36,2,nao
186,support,0.38,nao,4,nao,medium,0.33,3,nao
189,support,0.47000000000000003,nao,3,nao,medium,0.38,5,nao
224,support,0.9,nao,3,nao,medium,0.7000000000000001,3,nao
237,support,0.45,nao,6,nao,medium,0.44,6,nao
144,support,0.66,nao,3,nao,low,0.32,2,nao
171,support,0.93,nao,6,nao,low,0.63,3,sim
232,support,0.54,nao,3,nao,low,0.56,2,nao
193,support,0.78,nao,4,nao,low,0.56,2,sim
166,support,0.78,nao,3,nao,low,0.81,2,nao
167,technical,0.75,nao,3,nao,low,0.89,2,nao
101,technical,0.87,nao,2,nao,low,0.63,3,nao
266,technical,0.66,nao,5,nao,low,0.64,3,nao
135,management,0.53,nao,3,nao,low,0.46,2,nao
137,IT,0.56,nao,4,nao,low,0.76,3,nao
191,IT,0.71,nao,3,nao,low,0.99,3,nao
262,IT,0.76,nao,4,nao,low,0.85,2,nao
174,IT,0.99,nao,3,nao,low,0.78,3,nao
241,IT,0.56,nao,4,nao,low,0.91,2,nao
144,product_mng,0.5700000000000001,nao,5,nao,low,0.16,4,sim
218,product_mng,0.5700000000000001,nao,3,nao,low,0.71,3,nao
210,product_mng,0.68,nao,5,nao,low,0.92,2,nao
208,product_mng,0.98,nao,6,nao,low,0.21,5,sim
232,IT,0.6000000000000001,nao,3,nao,low,0.74,3,nao
140,RandD,0.6000000000000001,nao,3,nao,low,0.76,2,nao
189,RandD,0.9500000000000001,nao,3,nao,low,0.62,4,nao
264,RandD,0.61,nao,5,nao,medium,1.0,3,nao
157,RandD,0.54,nao,5,nao,medium,0.67,2,nao
161,RandD,0.87,nao,4,nao,medium,0.81,2,nao
149,marketing,0.6900000000000001,nao,4,nao,medium,0.84,3,nao
144,sales,0.99,nao,3,nao,medium,0.84,4,nao
242,accounting,0.97,nao,4,nao,medium,0.97,2,nao
214,support,0.5,nao,6,nao,medium,0.7000000000000001,5,nao
174,technical,0.74,nao,4,nao,medium,0.52,3,nao
169,management,0.88,nao,5,nao,medium,0.46,3,nao
268,marketing,0.87,nao,4,nao,medium,1.0,2,nao
257,marketing,0.58,nao,3,nao,medium,0.91,3,nao
187,marketing,0.6900000000000001,nao,4,nao,medium,0.16,5,nao
270,sales,0.62,nao,5,nao,high,0.58,2,nao
173,sales,0.61,nao,5,nao,low,0.75,4,nao
193,sales,0.62,nao,6,nao,medium,0.96,4,nao
212,sales,0.78,nao,4,nao,medium,0.92,2,nao
156,sales,0.63,nao,3,nao,medium,0.35000000000000003,3,nao
244,sales,0.96,nao,3,nao,medium,0.56,3,nao
255,sales,0.96,nao,3,nao,low,0.27,4,nao
152,sales,0.72,nao,5,nao,low,0.66,3,sim
163,sales,0.98,nao,4,nao,low,0.66,3,sim
150,sales,0.6900000000000001,nao,3,nao,low,0.98,2,nao
169,sales,0.58,nao,4,nao,low,0.51,2,nao
133,sales,0.8300000000000001,nao,3,nao,low,0.51,3,nao
202,sales,0.9400000000000001,nao,4,nao,low,0.53,3,sim
169,sales,0.7000000000000001,nao,4,nao,low,0.6900000000000001,2,nao
270,sales,0.74,nao,4,nao,low,0.66,2,sim
251,sales,0.76,nao,3,nao,low,0.89,2,sim
267,sales,0.64,nao,3,nao,low,0.74,5,nao
224,sales,0.75,nao,4,nao,low,0.8200000000000001,3,nao
250,sales,0.9,nao,3,nao,low,0.66,2,nao
258,accounting,0.97,nao,3,nao,low,0.59,2,nao
209,accounting,0.65,nao,2,nao,low,0.13,5,nao
215,accounting,0.74,nao,4,nao,low,0.68,3,nao
183,hr,0.81,nao,3,nao,low,0.5,3,nao
143,hr,0.8200000000000001,nao,3,nao,low,0.6000000000000001,3,nao
174,hr,0.98,nao,3,nao,low,0.87,3,nao
170,hr,0.89,nao,6,nao,low,0.51,4,nao
202,technical,0.63,nao,3,nao,low,0.78,2,nao
160,technical,0.96,nao,4,nao,medium,0.66,2,nao
211,technical,0.73,nao,5,nao,medium,0.72,2,nao
236,technical,0.98,nao,3,nao,medium,0.5700000000000001,3,sim
236,technical,0.49,nao,4,nao,medium,0.5,3,nao
252,technical,0.62,nao,4,nao,medium,0.72,2,sim
155,technical,0.48,nao,3,nao,medium,0.41000000000000003,2,sim
138,technical,0.65,nao,5,nao,medium,0.55,2,nao
195,technical,0.9400000000000001,nao,4,nao,medium,0.49,3,sim
150,technical,0.9400000000000001,nao,3,nao,medium,0.8,3,nao
172,technical,0.51,nao,3,nao,medium,0.78,3,nao
240,support,0.56,nao,3,nao,medium,0.6900000000000001,2,nao
229,support,0.98,nao,3,nao,medium,0.8300000000000001,6,nao
169,support,0.73,nao,3,nao,high,0.89,3,nao
246,support,0.8200000000000001,nao,3,nao,low,0.9400000000000001,3,nao
260,support,0.53,nao,4,nao,medium,0.51,2,sim
101,support,0.9,nao,4,nao,medium,0.89,6,nao
190,support,0.6900000000000001,nao,3,nao,medium,0.99,3,nao
154,support,0.66,nao,3,nao,medium,0.79,4,nao
196,support,0.97,nao,4,nao,low,0.98,4,nao
209,support,0.97,nao,3,nao,low,0.98,3,nao
223,support,0.67,nao,4,nao,low,0.97,3,nao
221,technical,0.71,nao,4,nao,low,0.71,3,nao
141,technical,0.6000000000000001,nao,4,nao,low,0.49,3,nao
135,technical,0.71,nao,3,nao,low,0.72,3,nao
191,management,0.61,nao,2,nao,low,0.58,3,sim
195,IT,1.0,nao,4,nao,low,0.65,3,nao
217,IT,0.55,nao,5,nao,low,0.18,4,nao
184,IT,0.99,nao,4,nao,low,0.8300000000000001,3,nao
188,IT,0.76,nao,5,nao,low,0.2,3,nao
240,IT,0.93,nao,6,nao,low,0.96,6,nao
226,product_mng,0.6900000000000001,nao,4,nao,low,0.59,3,nao
196,product_mng,0.99,nao,3,nao,low,0.97,3,nao
251,product_mng,0.99,nao,6,nao,low,0.14,4,nao
150,product_mng,0.96,nao,4,nao,low,0.75,2,nao
249,IT,0.63,nao,3,nao,low,0.71,3,nao
251,RandD,0.52,nao,4,nao,low,0.84,3,nao
252,RandD,0.75,nao,5,nao,medium,0.5700000000000001,3,nao
261,RandD,0.55,nao,5,nao,medium,0.46,5,nao
225,RandD,0.9400000000000001,nao,4,nao,medium,0.77,2,nao
151,RandD,0.65,nao,2,nao,medium,0.44,3,nao
147,marketing,0.59,nao,4,nao,medium,0.68,2,nao
159,sales,0.58,nao,4,nao,medium,0.9400000000000001,3,nao
241,accounting,0.91,nao,4,nao,medium,0.73,2,sim
176,support,0.5,nao,5,nao,medium,0.51,5,nao
218,technical,0.87,nao,4,nao,medium,0.93,4,nao
219,management,1.0,nao,4,nao,medium,0.74,3,nao
227,marketing,0.9,nao,3,nao,medium,0.8200000000000001,3,nao
182,marketing,0.91,nao,4,nao,medium,0.86,2,nao
196,marketing,0.86,nao,4,nao,high,0.99,2,sim
257,sales,0.86,nao,4,nao,low,0.58,3,nao
182,sales,0.6000000000000001,nao,5,nao,medium,0.96,5,nao
192,sales,0.67,nao,4,nao,medium,0.72,3,nao
142,sales,0.9400000000000001,nao,4,nao,medium,0.23,4,nao
172,sales,0.79,nao,4,nao,medium,0.99,2,nao
188,sales,0.58,nao,4,nao,low,0.9500000000000001,3,nao
281,sales,0.55,nao,5,nao,low,0.75,3,sim
255,sales,0.54,nao,4,nao,low,0.9500000000000001,2,nao
223,sales,0.84,nao,3,nao,low,0.97,3,nao
219,sales,0.86,nao,2,nao,low,0.98,4,nao
195,sales,0.98,nao,3,nao,low,0.79,2,nao
156,sales,0.91,nao,2,nao,low,0.54,3,nao
259,sales,0.51,nao,5,nao,low,0.51,4,nao
266,sales,0.91,nao,4,nao,low,0.8300000000000001,3,sim
147,sales,0.7000000000000001,nao,3,nao,low,0.6000000000000001,2,nao
207,sales,0.8300000000000001,nao,4,nao,low,0.58,3,nao
185,sales,0.68,nao,3,nao,low,0.55,2,nao
195,sales,0.64,nao,5,nao,low,0.5,2,nao
148,sales,0.41000000000000003,nao,6,nao,low,0.46,4,nao
157,accounting,0.8200000000000001,nao,3,nao,low,0.61,2,nao
146,accounting,0.98,nao,4,nao,low,0.91,3,nao
262,accounting,0.9400000000000001,nao,3,nao,low,0.5,4,nao
169,hr,0.8200000000000001,nao,3,nao,low,0.75,3,nao
192,hr,0.87,nao,3,nao,low,0.74,3,sim
147,hr,0.53,nao,4,nao,low,0.62,2,nao
254,hr,0.76,nao,5,nao,low,0.87,2,sim
244,technical,0.72,nao,3,nao,medium,0.13,4,nao
100,technical,0.43,nao,2,nao,medium,0.71,6,nao
173,technical,0.9,nao,3,nao,medium,0.7000000000000001,2,nao
197,technical,0.87,nao,2,nao,medium,0.32,2,sim
256,technical,0.72,nao,3,nao,medium,0.84,4,nao
253,technical,0.87,nao,4,nao,medium,0.79,2,nao
152,technical,0.64,nao,4,nao,medium,0.97,2,nao
136,technical,0.58,nao,5,nao,medium,0.76,3,nao
141,technical,0.63,nao,3,nao,medium,0.97,3,nao
212,technical,0.4,nao,5,nao,medium,0.53,3,sim
144,technical,0.5700000000000001,nao,4,nao,medium,0.61,3,nao
118,support,0.89,nao,2,nao,medium,0.9400000000000001,4,nao
265,support,0.79,nao,5,nao,high,0.52,3,sim
143,support,0.67,nao,3,nao,low,0.91,3,nao
230,support,0.63,nao,3,nao,medium,0.52,2,nao
243,support,0.68,nao,5,nao,medium,0.59,2,nao
152,support,0.71,nao,3,nao,medium,0.61,4,sim
252,support,0.78,nao,3,nao,medium,0.78,3,nao
113,support,0.67,nao,3,nao,low,0.44,2,nao
259,support,0.97,nao,4,nao,low,0.8,2,nao
139,support,0.6000000000000001,nao,4,nao,low,0.54,5,nao
228,support,0.91,nao,4,nao,low,0.96,3,sim
214,technical,0.49,nao,4,nao,low,0.98,3,nao
210,technical,0.91,nao,4,nao,low,0.8300000000000001,4,nao
146,technical,0.89,nao,4,nao,low,0.64,3,nao
155,management,0.78,nao,3,nao,low,0.51,2,nao
169,IT,0.42,nao,2,nao,low,0.31,5,nao
258,IT,0.68,nao,3,nao,low,0.53,3,nao
258,IT,0.53,nao,3,nao,low,0.81,2,nao
168,IT,0.85,nao,3,nao,low,0.17,4,nao
211,IT,0.98,nao,3,nao,low,0.72,2,nao
245,product_mng,0.49,nao,2,nao,low,0.49,3,nao
204,product_mng,0.9500000000000001,nao,3,nao,low,0.81,2,nao
161,product_mng,0.98,nao,2,nao,low,0.75,3,nao
267,product_mng,0.73,nao,3,nao,low,0.74,3,nao
183,IT,0.73,nao,3,nao,low,0.8200000000000001,3,nao
105,RandD,0.4,nao,2,nao,low,0.36,3,nao
260,RandD,0.55,nao,3,nao,low,0.89,2,nao
183,RandD,0.87,nao,3,nao,low,0.78,4,nao
262,RandD,0.56,nao,4,nao,medium,0.81,3,nao
244,RandD,0.78,nao,4,nao,medium,0.61,4,nao
242,marketing,0.96,nao,4,nao,medium,0.23,6,nao
146,sales,1.0,nao,4,nao,medium,0.73,3,nao
252,accounting,0.65,nao,4,nao,medium,0.4,6,nao
229,support,0.63,nao,5,nao,medium,0.99,2,nao
170,technical,0.54,nao,4,nao,medium,0.62,3,nao
250,management,0.93,nao,3,nao,medium,0.61,4,nao
243,marketing,0.98,nao,2,nao,medium,0.9,3,nao
135,marketing,0.67,nao,4,nao,medium,0.93,3,sim
266,marketing,0.75,nao,4,nao,medium,0.52,3,nao
223,sales,0.72,nao,4,nao,medium,0.77,3,nao
234,sales,0.76,nao,4,nao,high,0.59,3,nao
187,sales,0.59,nao,4,nao,low,0.51,3,nao
229,sales,0.9500000000000001,nao,3,nao,medium,0.67,3,nao
155,sales,0.65,nao,3,nao,medium,0.9500000000000001,2,sim
246,sales,0.76,nao,3,nao,medium,0.75,3,nao
152,sales,0.61,nao,3,nao,medium,0.54,3,nao
172,sales,0.71,nao,2,nao,low,0.45,2,nao
255,sales,0.66,nao,4,nao,low,0.66,5,nao
98,sales,0.6900000000000001,nao,3,nao,low,0.36,2,nao
141,sales,0.47000000000000003,nao,6,nao,low,0.30000000000000004,6,nao
146,sales,0.63,nao,4,nao,low,0.61,4,sim
213,sales,0.7000000000000001,nao,4,nao,low,0.71,3,nao
160,sales,0.99,nao,4,nao,low,0.6000000000000001,3,nao
272,sales,0.61,nao,3,nao,low,0.19,4,nao
125,sales,1.0,nao,4,nao,medium,0.91,4,nao
152,sales,0.6900000000000001,nao,3,nao,medium,0.98,2,nao
162,sales,0.78,nao,3,nao,medium,0.9,2,nao
251,sales,0.9400000000000001,nao,3,nao,medium,0.73,6,nao
225,accounting,0.56,nao,3,nao,medium,0.52,3,nao
236,accounting,0.56,nao,3,nao,medium,0.77,3,sim
203,accounting,0.62,nao,3,nao,medium,0.98,2,nao
252,hr,0.5,nao,4,nao,medium,0.79,3,sim
135,hr,0.91,nao,3,nao,medium,0.73,2,nao
257,hr,0.9500000000000001,nao,3,nao,medium,0.97,2,nao
145,hr,0.6000000000000001,nao,5,nao,medium,0.38,5,nao
267,technical,0.48,nao,5,nao,medium,0.59,3,nao
208,technical,0.79,nao,4,nao,medium,0.73,5,nao
206,technical,0.53,nao,4,nao,medium,0.84,3,nao
247,technical,0.59,nao,4,nao,medium,0.61,2,nao
228,technical,0.78,nao,2,nao,medium,0.79,2,nao
248,technical,0.91,nao,4,nao,medium,0.73,2,sim
209,technical,0.9,nao,4,nao,medium,0.22,5,nao
171,technical,0.52,nao,5,nao,medium,0.84,3,nao
221,technical,0.85,nao,6,nao,medium,0.21,5,nao
173,technical,0.6900000000000001,nao,2,nao,medium,0.44,2,nao
218,technical,0.52,nao,5,nao,medium,0.2,5,nao
223,support,0.86,nao,4,nao,medium,0.51,3,sim
169,support,0.98,nao,3,nao,medium,0.55,2,nao
109,support,0.38,nao,6,nao,medium,0.24,2,nao
273,support,0.77,nao,4,nao,high,0.65,2,nao
178,support,0.42,nao,3,nao,high,0.44,3,nao
189,support,0.67,nao,4,nao,high,0.98,4,nao
203,support,0.8,nao,5,nao,high,0.6900000000000001,2,sim
177,support,0.56,nao,3,nao,high,0.71,4,nao
253,support,0.71,nao,5,nao,high,0.54,2,sim
273,support,0.98,nao,3,nao,high,0.77,3,nao
139,support,0.43,nao,2,nao,high,0.53,3,nao
185,technical,0.72,nao,3,nao,high,0.64,2,sim
182,technical,0.59,nao,5,nao,high,0.6900000000000001,4,nao
270,technical,0.71,nao,5,nao,high,0.93,2,nao
139,management,0.65,nao,3,nao,high,0.58,4,nao
261,IT,0.46,nao,5,nao,low,0.33,6,sim
238,IT,0.5700000000000001,nao,3,nao,low,0.9500000000000001,3,nao
241,IT,0.9,nao,3,nao,low,0.65,3,nao
223,IT,0.7000000000000001,nao,3,nao,low,0.9,2,nao
258,IT,0.8,nao,3,nao,low,0.59,3,sim
205,product_mng,0.55,nao,4,nao,low,0.88,4,nao
243,product_mng,0.8300000000000001,nao,4,nao,low,0.63,4,nao
198,product_mng,0.61,nao,4,nao,low,0.53,2,nao
178,product_mng,0.64,nao,4,nao,low,0.63,3,nao
158,IT,0.76,nao,4,nao,low,0.96,3,nao
194,RandD,0.73,nao,3,nao,low,0.7000000000000001,2,nao
253,RandD,0.36,nao,4,nao,low,0.73,2,sim
228,RandD,0.8,nao,4,nao,low,0.9400000000000001,2,nao
227,RandD,0.58,nao,5,nao,low,0.8200000000000001,3,nao
162,RandD,0.63,nao,3,nao,low,0.44,2,nao
257,marketing,0.9,nao,5,nao,medium,0.58,3,nao
140,sales,0.97,nao,2,nao,medium,0.55,2,nao
164,accounting,0.84,nao,3,nao,medium,0.92,2,nao
177,support,0.59,nao,4,nao,medium,0.91,4,nao
260,technical,0.61,nao,4,nao,medium,0.6900000000000001,4,nao
233,management,0.7000000000000001,nao,4,nao,medium,0.23,2,nao
227,marketing,0.81,nao,4,nao,medium,0.21,5,nao
140,marketing,0.6000000000000001,nao,4,nao,medium,0.51,3,nao
254,marketing,0.74,nao,3,nao,medium,0.73,4,sim
245,sales,0.67,nao,3,nao,medium,0.65,3,nao
157,sales,0.48,nao,2,nao,medium,0.64,2,nao
265,sales,0.49,nao,3,nao,medium,0.77,3,nao
261,sales,0.79,nao,4,nao,high,0.71,3,nao
212,sales,0.38,nao,6,nao,high,0.2,6,nao
216,sales,0.5700000000000001,nao,4,nao,high,0.99,3,nao
238,sales,0.5700000000000001,nao,4,nao,high,0.77,3,nao
204,sales,0.56,nao,2,nao,high,0.8,3,nao
216,sales,0.5,nao,4,nao,high,0.97,2,nao
208,sales,0.53,nao,4,nao,high,0.89,3,nao
218,sales,0.7000000000000001,nao,4,nao,high,0.97,2,nao
176,sales,0.99,nao,5,nao,low,0.23,4,sim
144,sales,0.75,nao,4,nao,low,0.6000000000000001,2,nao
241,sales,0.63,nao,5,nao,low,0.52,3,nao
271,sales,0.63,nao,3,nao,low,0.86,2,nao
184,sales,0.9500000000000001,nao,4,nao,low,0.86,3,nao
262,sales,0.58,nao,3,nao,low,0.76,2,nao
233,sales,0.77,nao,6,nao,low,0.79,6,nao
155,sales,0.52,nao,3,nao,low,0.35000000000000003,3,nao
141,accounting,0.97,nao,5,nao,medium,1.0,2,nao
251,accounting,0.8,nao,6,nao,medium,0.2,5,nao
141,accounting,0.62,nao,5,nao,medium,0.5700000000000001,3,nao
274,hr,0.46,nao,4,nao,medium,0.23,5,sim
160,hr,0.97,nao,3,nao,medium,0.8200000000000001,2,nao
166,hr,0.8,nao,3,nao,medium,0.98,2,nao
219,hr,0.7000000000000001,nao,4,nao,medium,0.52,3,nao
158,technical,0.61,nao,4,nao,medium,0.96,6,nao
190,technical,0.64,nao,4,nao,medium,0.6900000000000001,4,nao
191,technical,0.77,nao,5,nao,medium,0.92,2,nao
117,technical,0.43,nao,4,nao,medium,0.91,5,sim
240,technical,0.96,nao,4,nao,medium,0.85,6,nao
239,technical,0.77,nao,4,nao,medium,0.91,2,nao
145,technical,0.55,nao,4,nao,medium,0.79,3,nao
157,technical,0.9500000000000001,nao,3,nao,medium,0.74,4,nao
166,technical,0.72,nao,3,nao,medium,0.73,3,nao
137,technical,0.98,nao,4,nao,medium,0.55,2,nao
208,technical,0.97,nao,5,nao,medium,0.79,4,sim
174,support,0.51,nao,4,nao,medium,0.53,2,nao
267,support,0.6000000000000001,nao,3,nao,medium,0.7000000000000001,3,nao
125,support,0.56,nao,3,nao,medium,0.74,6,nao
220,support,0.76,nao,4,nao,medium,0.9500000000000001,3,nao
141,support,0.5700000000000001,nao,4,nao,medium,0.49,3,nao
146,support,0.9,nao,5,nao,high,0.79,3,sim
166,support,0.86,nao,3,nao,low,0.99,2,nao
197,support,0.79,nao,4,nao,medium,0.56,2,nao
240,support,0.79,nao,4,nao,medium,0.7000000000000001,2,nao
258,support,0.65,nao,4,nao,medium,0.93,3,nao
229,support,0.66,nao,6,nao,medium,0.46,3,nao
252,technical,0.61,nao,5,nao,medium,0.24,4,nao
138,technical,0.41000000000000003,nao,3,nao,medium,0.32,3,sim
208,technical,0.78,nao,4,nao,medium,0.5,3,sim
113,management,0.72,nao,3,nao,medium,0.58,3,sim
209,IT,0.81,nao,4,nao,medium,0.8300000000000001,4,nao
248,IT,0.42,nao,2,nao,medium,0.5700000000000001,4,nao
161,IT,0.8300000000000001,nao,5,nao,low,0.51,3,nao
246,IT,0.96,nao,2,nao,low,0.65,2,sim
283,IT,0.41000000000000003,nao,3,nao,low,0.52,3,nao
145,product_mng,0.7000000000000001,nao,3,nao,low,0.77,2,nao
270,product_mng,0.77,nao,3,nao,low,0.42,3,nao
273,product_mng,0.79,nao,4,nao,low,0.68,4,nao
187,product_mng,0.92,nao,4,nao,low,0.8300000000000001,6,sim
166,IT,0.63,nao,3,nao,high,0.66,3,nao
158,RandD,0.5700000000000001,nao,3,nao,low,0.75,2,sim
229,RandD,0.48,nao,4,nao,high,0.65,3,nao
191,RandD,0.6000000000000001,nao,3,nao,high,0.49,3,sim
232,RandD,0.96,nao,3,nao,low,0.77,2,sim
198,RandD,0.97,nao,3,nao,low,0.65,3,nao
238,marketing,0.49,nao,5,nao,high,0.65,4,nao
157,sales,0.58,nao,2,nao,low,0.44,2,nao
134,accounting,0.72,nao,4,nao,medium,0.61,2,nao
150,support,0.89,nao,3,nao,high,0.98,3,nao
256,technical,0.88,nao,5,nao,medium,0.68,2,nao
208,management,0.5,nao,3,nao,medium,0.58,3,nao
136,marketing,0.92,nao,3,nao,medium,0.81,3,nao
136,marketing,0.5,nao,4,nao,medium,0.76,3,nao
180,marketing,0.93,nao,4,nao,high,0.14,4,nao
